SIMPLE-AWD,0.5,0.0001,0.8801932334899902,[0.8647342920303345, 0.8599033951759338, 0.8792270421981812, 0.9082125425338745, 0.8888888955116272]
SIMPLE-AWD-Finetuned-Autopsy,0.5,0.0001,0.8570048332214355,[0.8260869383811951, 0.8599033951759338, 0.8599033951759338, 0.8840579986572266, 0.8550724387168884]
SIMPLE-AWD-Finetuned-Nidia,0.5,0.0001,0.7922705292701722,[0.7922705411911011, 0.8067632913589478, 0.782608687877655, 0.7922705411911011, 0.7874395847320557]
AWD,0.5,0.0001,0.7884057998657227,[0.748792290687561, 0.7922705411911011, 0.8260869383811951, 0.7777777910232544, 0.7971014380455017]
AWD-Pretrained-Wiki,0.5,0.0001,0.6705313920974731,[0.6859903335571289, 0.7004830837249756, 0.6521739363670349, 0.6231883764266968, 0.6908212304115295]
AWD-Finetuned-Autopsy,0.5,0.0001,0.886956512928009,[0.8937197923660278, 0.8937197923660278, 0.8888888955116272, 0.8888888955116272, 0.8695651888847351]
AWD-Finetuned-Nidia,0.5,0.0001,0.7710144758224488,[0.7874395847320557, 0.7922705411911011, 0.7053139805793762, 0.782608687877655, 0.7874395847320557]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.5,0.0001,0.7014492630958558,[0.5797101259231567, 0.7584540843963623, 0.7536231875419617, 0.7101449370384216, 0.7053139805793762]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.5,0.0001,0.7526570081710815,[0.7053139805793762, 0.8067632913589478, 0.7681159377098083, 0.7342995405197144, 0.748792290687561]
SIMPLE-AWD,0.5,0.001,0.8917874455451965,[0.8840579986572266, 0.9082125425338745, 0.8937197923660278, 0.8888888955116272, 0.8840579986572266]
SIMPLE-AWD-Finetuned-Autopsy,0.5,0.001,0.8946859955787658,[0.8937197923660278, 0.8840579986572266, 0.8985507488250732, 0.8888888955116272, 0.9082125425338745]
SIMPLE-AWD-Finetuned-Nidia,0.5,0.001,0.8714975714683533,[0.8550724387168884, 0.8647342920303345, 0.8695651888847351, 0.8937197923660278, 0.8743961453437805]
AWD,0.5,0.001,0.8115942120552063,[0.8260869383811951, 0.8019323945045471, 0.8792270421981812, 0.7342995405197144, 0.8164251446723938]
AWD-Pretrained-Wiki,0.5,0.001,0.6183574795722961,[0.6859903335571289, 0.6859903335571289, 0.34299516677856445, 0.6908212304115295, 0.6859903335571289]
AWD-Finetuned-Autopsy,0.5,0.001,0.8154589295387268,[0.8260869383811951, 0.8792270421981812, 0.8454106450080872, 0.8405796885490417, 0.6859903335571289]
AWD-Finetuned-Nidia,0.5,0.001,0.7082125544548035,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.7536231875419617, 0.729468584060669]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.5,0.001,0.8202898502349854,[0.7971014380455017, 0.6859903335571289, 0.8792270421981812, 0.8792270421981812, 0.8599033951759338]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.5,0.001,0.713043463230133,[0.7053139805793762, 0.7439613342285156, 0.695652186870575, 0.7149758338928223, 0.7053139805793762]
SIMPLE-AWD,0.5,0.01,0.826086962223053,[0.8357487916946411, 0.8405796885490417, 0.7922705411911011, 0.8309178948402405, 0.8309178948402405]
SIMPLE-AWD-Finetuned-Autopsy,0.5,0.01,0.8618357419967652,[0.8792270421981812, 0.8502415418624878, 0.8695651888847351, 0.8454106450080872, 0.8647342920303345]
SIMPLE-AWD-Finetuned-Nidia,0.5,0.01,0.756521737575531,[0.7004830837249756, 0.7342995405197144, 0.7536231875419617, 0.8212560415267944, 0.772946834564209]
AWD,0.5,0.01,0.7265700578689576,[0.8164251446723938, 0.6859903335571289, 0.6811594367027283, 0.7632850408554077, 0.6859903335571289]
AWD-Pretrained-Wiki,0.5,0.01,0.6859903335571289,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Finetuned-Autopsy,0.5,0.01,0.6888888835906982,[0.6859903335571289, 0.6859903335571289, 0.7004830837249756, 0.6859903335571289, 0.6859903335571289]
AWD-Finetuned-Nidia,0.5,0.01,0.6859903335571289,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Autopsy,0.5,0.01,0.6985507249832154,[0.748792290687561, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
AWD-Pretrained-Wiki-Finetuned-Nidia,0.5,0.01,0.6859903335571289,[0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289, 0.6859903335571289]
